epoch,1,2,3,4,5,6,7,8,loss,lr,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_loss
0,0.01016385480761528,0.010521680116653442,0.010458851233124733,0.010214431211352348,0.010375676676630974,0.011067097075283527,0.010975250974297523,0.010686943307518959,0.010557970963418484,1e-04,0.008519668132066727,0.010616359300911427,0.008833048865199089,0.00785896647721529,0.00839117169380188,0.0112284105271101,0.011708918027579784,0.010036665014922619,0.009649151936173439
1,0.005681532900780439,0.007201946806162596,0.00772161316126585,0.007500422187149525,0.00730085838586092,0.008370894007384777,0.008905160240828991,0.007498686667531729,0.007522640749812126,1e-04,0.006166392005980015,0.008223246783018112,0.007445771247148514,0.006824438460171223,0.007563920225948095,0.008715284988284111,0.009834090247750282,0.00819432083517313,0.007870933040976524
2,0.004648888483643532,0.005254254210740328,0.0057250382378697395,0.005869589745998383,0.005453867372125387,0.006298287305980921,0.006371020805090666,0.005272058770060539,0.00561162643134594,1e-04,0.009366273880004883,0.008408354595303535,0.009341543540358543,0.006292184814810753,0.008572750724852085,0.010331535711884499,0.012500173412263393,0.008175572380423546,0.009123548865318298
3,0.0038900296203792095,0.004195839166641235,0.004473354667425156,0.004346891306340694,0.004302315879613161,0.005125046707689762,0.004625675268471241,0.0042027966119349,0.004395241849124432,1e-04,0.00821476336568594,0.0088752256706357,0.008749683387577534,0.007667084690183401,0.007483774796128273,0.006999670527875423,0.009030474349856377,0.006690930109471083,0.007963950745761395
4,0.0035478658974170685,0.003828992834314704,0.003985507879406214,0.004156111739575863,0.003910538740456104,0.004281871952116489,0.0038868968840688467,0.0037802979350090027,0.00392225943505764,1e-04,0.006284742616117001,0.0069794682785868645,0.006890835706144571,0.0058160750195384026,0.006571958772838116,0.00822448544204235,0.009921595454216003,0.006249094381928444,0.007117282599210739
5,0.0033775789197534323,0.003826994216069579,0.0037379718851298094,0.003837540280073881,0.003450048388913274,0.0044089509174227715,0.003845815546810627,0.003765661967918277,0.0037813186645507812,1e-04,0.0072518205270171165,0.007826847955584526,0.008009466342628002,0.007038928102701902,0.007100898306816816,0.007607231382280588,0.009043239057064056,0.0068845972418785095,0.007595378905534744
6,0.003443887224420905,0.0037750988267362118,0.0038162206765264273,0.003954089246690273,0.003618751186877489,0.004157442133873701,0.003622881369665265,0.003864085301756859,0.0037815559189766645,1e-04,0.0064212847501039505,0.006826875731348991,0.006672003772109747,0.00558078195899725,0.0053973025642335415,0.007476427126675844,0.00931634847074747,0.006650848314166069,0.006792733911424875
7,0.003579232841730118,0.003680393798276782,0.00366672920063138,0.003920461051166058,0.0036523209419101477,0.004283546470105648,0.0037645245902240276,0.004158548545092344,0.003838218981400132,1e-04,0.00583105580881238,0.006576147396117449,0.006129155401140451,0.00548154441639781,0.004983048886060715,0.007480730768293142,0.009741270914673805,0.007584445644170046,0.006725925020873547
8,0.002831817604601383,0.003213886171579361,0.0030185424257069826,0.0033023571595549583,0.0029130256734788418,0.003285418963059783,0.002867337316274643,0.0029496122151613235,0.003047748701646924,1e-04,0.007811394985765219,0.007568891625851393,0.0069507574662566185,0.00575927272439003,0.005646407138556242,0.008034667000174522,0.01057036966085434,0.006344434805214405,0.007335773669183254
9,0.0029135742224752903,0.0029973338823765516,0.002630091505125165,0.0028477066662162542,0.0024645200464874506,0.0030848756432533264,0.0031024301424622536,0.00336779048666358,0.0029260406736284494,1e-04,0.008234064094722271,0.007221787702292204,0.006209992337971926,0.005559535697102547,0.005526323802769184,0.0073298923671245575,0.009281325154006481,0.007478808984160423,0.007105216383934021
10,0.0026598770637065172,0.0031102937646210194,0.002832980826497078,0.002881196327507496,0.002456481335684657,0.0030489619821310043,0.0024549984373152256,0.002640984021127224,0.0027607211377471685,1e-04,0.006678855512291193,0.005296126939356327,0.0057771457359194756,0.0046461038291454315,0.004593273159116507,0.0061157322488725185,0.0071142325177788734,0.004199559800326824,0.005552629474550486
11,0.0026352577842772007,0.0030316582415252924,0.0027817587833851576,0.002889958443120122,0.002258159453049302,0.0028422281611710787,0.002303480636328459,0.00251821824349463,0.002657590201124549,1e-04,0.007610750384628773,0.006377610843628645,0.005523980129510164,0.005183533299714327,0.004901984240859747,0.005964275449514389,0.006896058563143015,0.004550624638795853,0.005876102484762669
12,0.002267812844365835,0.002494721906259656,0.0021326872520148754,0.0022720936685800552,0.0016835465794429183,0.002207723446190357,0.0017224153270944953,0.001941391034051776,0.002090298803523183,1e-04,0.007510027382522821,0.00818604789674282,0.007584747858345509,0.008188406005501747,0.007845485582947731,0.009763880632817745,0.010829220525920391,0.008062443695962429,0.008496282622218132
13,0.0018222586950287223,0.002039349405094981,0.0016422099433839321,0.0017703522462397814,0.0013665775768458843,0.0019244288560003042,0.0013944267993792892,0.001446656882762909,0.0016757822595536709,1e-04,0.005664128810167313,0.005930542014539242,0.006129194982349873,0.005458411294966936,0.006042090710252523,0.0066460552625358105,0.009687158279120922,0.008078916929662228,0.006704562343657017
14,0.0019457632442936301,0.0021687401458621025,0.00169098237529397,0.0017456284258514643,0.0013874745927751064,0.001964330207556486,0.0016206949949264526,0.0017416584305465221,0.0017831590957939625,1e-04,0.006132889539003372,0.004819328896701336,0.005159248597919941,0.00609178701415658,0.006403875537216663,0.006791462190449238,0.009060601703822613,0.004385772626847029,0.006105620879679918
15,0.0015379040269181132,0.0016606743447482586,0.001248772256076336,0.0014385214308276772,0.0010563840623944998,0.0014983151340857148,0.0011734223226085305,0.0013699120609089732,0.0013729878701269627,1e-04,0.0059942216612398624,0.007186205126345158,0.0056569515727460384,0.005343938246369362,0.0059111760929226875,0.005878671072423458,0.008060531690716743,0.004669199697673321,0.006087611895054579
16,0.0013407149817794561,0.0015481604496017098,0.001080373884178698,0.0012155139120295644,0.0009407473262399435,0.001272937748581171,0.0009602922946214676,0.0011242696782574058,0.0011853760806843638,5e-05,0.007071467582136393,0.006854945793747902,0.006052279379218817,0.00546425674110651,0.007065778132528067,0.007379260845482349,0.008481649681925774,0.005032193847000599,0.006675229407846928
17,0.0009576810989528894,0.0012268759310245514,0.0008517148089595139,0.0009580185869708657,0.0006799458642490208,0.0010740796569734812,0.0007521592197008431,0.0009219098137691617,0.0009277979843318462,5e-05,0.007077712565660477,0.00699178921058774,0.0073046600446105,0.007773090153932571,0.008438547141849995,0.008833429776132107,0.010316510684788227,0.00629777554422617,0.00787918921560049
18,0.0009715855121612549,0.001125495182350278,0.0007230990449897945,0.0008739090990275145,0.0006524384371004999,0.0009954232955351472,0.0006609443225897849,0.0008426550193689764,0.0008556934189982712,5e-05,0.005818699020892382,0.005590724293142557,0.006139643024653196,0.007234259974211454,0.008034910075366497,0.007030003238469362,0.009531436488032341,0.0043173241429030895,0.006712125148624182
19,0.0008570883073844016,0.0009063283214345574,0.0006715755444020033,0.0008502064738422632,0.0006200147909112275,0.0008872810867615044,0.0005981068243272603,0.0008403047104366124,0.0007788635557517409,5e-05,0.0070453607477247715,0.0063767884857952595,0.006421300116926432,0.006578334607183933,0.007460097782313824,0.008963686414062977,0.009205047972500324,0.005289226304739714,0.007167479954659939
20,0.0007109481375664473,0.0007765071932226419,0.0005857277428731322,0.0007396894507110119,0.0005038155359216034,0.0008171286317519844,0.0005283673526719213,0.0007287866319529712,0.0006738711963407695,5e-05,0.00591703224927187,0.005943885073065758,0.004880828782916069,0.004079963080585003,0.006260967347770929,0.006055379752069712,0.007383841089904308,0.0033428401220589876,0.005483091808855534
21,0.000617173791397363,0.0007463980582542717,0.0005323138320818543,0.0006760587566532195,0.00046104443026706576,0.000703456113114953,0.00046865397598594427,0.0006504266057163477,0.0006069408264011145,5e-05,0.006159983109682798,0.0057358103804290295,0.005060094874352217,0.0046348790638148785,0.006017094478011131,0.006764665246009827,0.007416059263050556,0.0031681042164564133,0.005619586445391178
22,0.0005830719601362944,0.0007214844226837158,0.00047151921899057925,0.0006232282612472773,0.0004064103413838893,0.0005784312961623073,0.00039868021849542856,0.000588968803640455,0.0005464744754135609,5e-05,0.006629456300288439,0.005913743749260902,0.005913522094488144,0.005889237858355045,0.007159743458032608,0.007391361985355616,0.007953890599310398,0.004026569426059723,0.006359690334647894
23,0.0005994836683385074,0.0007575639756396413,0.000510095211211592,0.0006272690952755511,0.00046618914348073304,0.0006537258741445839,0.00040827857446856797,0.000569828087463975,0.0005740541382692754,5e-05,0.006685321684926748,0.005971276201307774,0.006123018451035023,0.005927611142396927,0.0072379750199615955,0.008397956378757954,0.008351373486220837,0.004328287672251463,0.006627852562814951
