epoch,loss,lr,val_loss
0,0.001444789581000805,1e-04,0.0013720433926209807
1,0.00027631432749331,1e-04,7.87214667070657e-05
2,4.2734420276246965e-05,1e-04,5.9509377024369314e-05
3,3.428778290981427e-05,1e-04,5.159972351975739e-05
4,3.070875027333386e-05,1e-04,5.033832712797448e-05
